timestamp,test-class,test-method,time,description,result
2021-06-06 17:26:10.333,acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest,updatePositive,8493,"[1] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=ENABLED, newStatus=DISABLED",OK
2021-06-06 17:26:17.292,acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest,updatePositive,6692,"[2] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=DISABLED, newStatus=KEEP",OK
2021-06-06 17:26:24.144,acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest,updatePositive,6605,"[3] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=DISABLED, newStatus=ENABLED",OK
2021-06-06 17:26:37.899,acme.testing.administrator.userAccount.AdministratorUserAccountsListTest,list,4871,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, status=DISABLED",OK
2021-06-06 17:26:43.006,acme.testing.administrator.userAccount.AdministratorUserAccountsListTest,list,4840,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, status=ENABLED",OK
2021-06-06 17:26:48.071,acme.testing.administrator.userAccount.AdministratorUserAccountsListTest,list,4817,"[3] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=ENABLED",OK
2021-06-06 17:27:06.227,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,9070,"[1] username_registro=maria@mail.com, password_registro=maria@mail.com, name_registro=maria@mail.com, surname_registro=maria@mail.com, email_registro=maria@mail.com, password=seisdi, confirmation=seisdi, name=maria@mail.com, surname=maria@mail.com, email=maria@mail.com",OK
2021-06-06 17:27:15.523,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,9030,"[2] username_registro=hector@mail.com, password_registro=hector@mail.com, name_registro=hector@mail.com, surname_registro=hector@mail.com, email_registro=hector@mail.com, password=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaa, confirmation=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaa, name=nuevonombre, surname=hector, email=h@mail.com",OK
2021-06-06 17:27:24.801,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,9008,"[3] username_registro=alejandro, password_registro=123456, name_registro=alex, surname_registro=alex, email_registro=alejandro@mail.com, password=123456, confirmation=123456, name=alex, surname=alex, email=alex@mail.com",OK
2021-06-06 17:27:34.035,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,8983,"[4] username_registro=usuario1, password_registro=contraseña, name_registro=usuario1, surname_registro=usuario1, email_registro=usuario@gmail.com, password=nuevapass, confirmation=nuevapass, name=nuevonombre, surname=j, email=user@mail.com",OK
