timestamp,test-class,test-method,time,description,result
2021-08-23 16:31:16.074,acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest,updatePositive,11781,"[1] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=ENABLED, newStatus=DISABLED",OK
2021-08-23 16:31:25.209,acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest,updatePositive,8779,"[2] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=DISABLED, newStatus=KEEP",OK
2021-08-23 16:31:34.519,acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest,updatePositive,9002,"[3] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=DISABLED, newStatus=ENABLED",OK
2021-08-23 16:31:54.872,acme.testing.administrator.userAccount.AdministratorUserAccountsListTest,list,8058,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, status=DISABLED",OK
2021-08-23 16:32:03.209,acme.testing.administrator.userAccount.AdministratorUserAccountsListTest,list,7875,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, status=ENABLED",OK
2021-08-23 16:32:10.396,acme.testing.administrator.userAccount.AdministratorUserAccountsListTest,list,6745,"[3] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=ENABLED",OK
2021-08-23 16:32:32.605,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,11575,"[1] username_registro=maria@mail.com, password_registro=maria@mail.com, name_registro=maria@mail.com, surname_registro=maria@mail.com, email_registro=maria@mail.com, password=seisdi, confirmation=seisdi, name=maria@mail.com, surname=maria@mail.com, email=maria@mail.com",OK
2021-08-23 16:32:44.248,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,11355,"[2] username_registro=hector@mail.com, password_registro=hector@mail.com, name_registro=hector@mail.com, surname_registro=hector@mail.com, email_registro=hector@mail.com, password=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaa, confirmation=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaa, name=nuevonombre, surname=hector, email=h@mail.com",OK
2021-08-23 16:32:55.925,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,11413,"[3] username_registro=alejandro, password_registro=123456, name_registro=alex, surname_registro=alex, email_registro=alejandro@mail.com, password=123456, confirmation=123456, name=alex, surname=alex, email=alex@mail.com",OK
2021-08-23 16:33:07.457,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,11246,"[4] username_registro=usuario1, password_registro=contraseña, name_registro=usuario1, surname_registro=usuario1, email_registro=usuario@gmail.com, password=nuevapass, confirmation=nuevapass, name=nuevonombre, surname=j, email=user@mail.com",OK
